编号,英文slug,标题,难度,是否付费,任务领受Agent编号,当前任务状态
3422,minimum-operations-to-make-subarray-elements-equal,Minimum Operations to Make Subarray Elements Equal,中等,是,,已拉取
3423,maximum-difference-between-adjacent-elements-in-a-circular-array,Maximum Difference Between Adjacent Elements in a Circular Array,简单,否,,已拉取
3424,minimum-cost-to-make-arrays-identical,Minimum Cost to Make Arrays Identical,中等,否,,已拉取
3425,longest-special-path,Longest Special Path,困难,否,,已拉取
3426,manhattan-distances-of-all-arrangements-of-pieces,Manhattan Distances of All Arrangements of Pieces,困难,否,,已拉取
3427,sum-of-variable-length-subarrays,Sum of Variable Length Subarrays,简单,否,,已拉取
3428,maximum-and-minimum-sums-of-at-most-size-k-subsequences,Maximum and Minimum Sums of at Most Size K Subsequences,中等,否,,已拉取
3429,paint-house-iv,Paint House IV,中等,否,,已拉取
3430,maximum-and-minimum-sums-of-at-most-size-k-subarrays,Maximum and Minimum Sums of at Most Size K Subarrays,困难,否,,已拉取
3431,minimum-unlocked-indices-to-sort-nums,Minimum Unlocked Indices to Sort Nums,中等,是,,已拉取
3432,count-partitions-with-even-sum-difference,Count Partitions with Even Sum Difference,简单,否,,已拉取
3433,count-mentions-per-user,Count Mentions Per User,中等,否,,已拉取
3434,maximum-frequency-after-subarray-operation,Maximum Frequency After Subarray Operation,中等,否,,已拉取
3435,frequencies-of-shortest-supersequences,Frequencies of Shortest Supersequences,困难,否,,已拉取
3436,find-valid-emails,Find Valid Emails,简单,否,,已拉取
3437,permutations-iii,Permutations III,中等,是,,已拉取
3438,find-valid-pair-of-adjacent-digits-in-string,Find Valid Pair of Adjacent Digits in String,简单,否,,已拉取
3439,reschedule-meetings-for-maximum-free-time-i,Reschedule Meetings for Maximum Free Time I,中等,否,,已拉取
3440,reschedule-meetings-for-maximum-free-time-ii,Reschedule Meetings for Maximum Free Time II,中等,否,,已拉取
3441,minimum-cost-good-caption,Minimum Cost Good Caption,困难,否,,已拉取
3442,maximum-difference-between-even-and-odd-frequency-i,Maximum Difference Between Even and Odd Frequency I,简单,否,,已拉取
3443,maximum-manhattan-distance-after-k-changes,Maximum Manhattan Distance After K Changes,中等,否,,已拉取
3444,minimum-increments-for-target-multiples-in-an-array,Minimum Increments for Target Multiples in an Array,困难,否,,已拉取
3445,maximum-difference-between-even-and-odd-frequency-ii,Maximum Difference Between Even and Odd Frequency II,困难,否,,已拉取
3446,sort-matrix-by-diagonals,Sort Matrix by Diagonals,中等,否,,已拉取
3447,assign-elements-to-groups-with-constraints,Assign Elements to Groups with Constraints,中等,否,,已拉取
3448,count-substrings-divisible-by-last-digit,Count Substrings Divisible By Last Digit,困难,否,,已拉取
3449,maximize-the-minimum-game-score,Maximize the Minimum Game Score,困难,否,,已拉取
3450,maximum-students-on-a-single-bench,Maximum Students on a Single Bench,简单,是,,已拉取
3451,find-invalid-ip-addresses,Find Invalid IP Addresses,困难,否,,已拉取
3452,sum-of-good-numbers,Sum of Good Numbers,简单,否,,已拉取
3453,separate-squares-i,Separate Squares I,中等,否,,已拉取
3454,separate-squares-ii,Separate Squares II,困难,否,,已拉取
3455,shortest-matching-substring,Shortest Matching Substring,困难,否,,已拉取
3456,find-special-substring-of-length-k,Find Special Substring of Length K,简单,否,,已拉取
3457,eat-pizzas,Eat Pizzas!,中等,否,,已拉取
3458,select-k-disjoint-special-substrings,Select K Disjoint Special Substrings,中等,否,,已拉取
3459,length-of-longest-v-shaped-diagonal-segment,Length of Longest V-Shaped Diagonal Segment,困难,否,,已拉取
3460,longest-common-prefix-after-at-most-one-removal,Longest Common Prefix After at Most One Removal,中等,是,,已拉取
3461,check-if-digits-are-equal-in-string-after-operations-i,Check If Digits Are Equal in String After Operations I,简单,否,,已拉取
3462,maximum-sum-with-at-most-k-elements,Maximum Sum With at Most K Elements,中等,否,,已拉取
3463,check-if-digits-are-equal-in-string-after-operations-ii,Check If Digits Are Equal in String After Operations II,困难,否,,已拉取
3464,maximize-the-distance-between-points-on-a-square,Maximize the Distance Between Points on a Square,困难,否,,已拉取
3465,find-products-with-valid-serial-numbers,Find Products with Valid Serial Numbers,简单,否,,已拉取
3466,maximum-coin-collection,Maximum Coin Collection ,中等,是,,已拉取
3467,transform-array-by-parity,Transform Array by Parity,简单,否,,已拉取
3468,find-the-number-of-copy-arrays,Find the Number of Copy Arrays,中等,否,,已拉取
3469,find-minimum-cost-to-remove-array-elements,Find Minimum Cost to Remove Array Elements,中等,否,,已拉取
3470,permutations-iv,Permutations IV,困难,否,,已拉取
3471,find-the-largest-almost-missing-integer,Find the Largest Almost Missing Integer,简单,否,,已拉取
3472,longest-palindromic-subsequence-after-at-most-k-operations,Longest Palindromic Subsequence After at Most K Operations,中等,否,,已拉取
3473,sum-of-k-subarrays-with-length-at-least-m,Sum of K Subarrays With Length at Least M,中等,否,,已拉取
3474,lexicographically-smallest-generated-string,Lexicographically Smallest Generated String,困难,否,,已拉取
3475,dna-pattern-recognition,DNA Pattern Recognition ,中等,否,,已拉取
3476,maximize-profit-from-task-assignment,Maximize Profit from Task Assignment,中等,是,,已拉取
3477,fruits-into-baskets-ii,Fruits Into Baskets II,简单,否,,已拉取
3478,choose-k-elements-with-maximum-sum,Choose K Elements With Maximum Sum,中等,否,,已拉取
3479,fruits-into-baskets-iii,Fruits Into Baskets III,中等,否,,已拉取
3480,maximize-subarrays-after-removing-one-conflicting-pair,Maximize Subarrays After Removing One Conflicting Pair,困难,否,,已拉取
3481,apply-substitutions,Apply Substitutions,中等,是,,已拉取
3482,analyze-organization-hierarchy,Analyze Organization Hierarchy,困难,否,,已拉取
3483,unique-3-digit-even-numbers,Unique 3-Digit Even Numbers,简单,否,,已拉取
3484,design-spreadsheet,Design Spreadsheet,中等,否,,已拉取
3485,longest-common-prefix-of-k-strings-after-removal,Longest Common Prefix of K Strings After Removal,困难,否,,已拉取
3486,longest-special-path-ii,Longest Special Path II,困难,否,,已拉取
3487,maximum-unique-subarray-sum-after-deletion,Maximum Unique Subarray Sum After Deletion,简单,否,,已拉取
3488,closest-equal-element-queries,Closest Equal Element Queries,中等,否,,已拉取
3489,zero-array-transformation-iv,Zero Array Transformation IV,中等,否,,已拉取
3490,count-beautiful-numbers,Count Beautiful Numbers,困难,否,,已拉取
3491,phone-number-prefix,Phone Number Prefix,简单,是,,已拉取
3492,maximum-containers-on-a-ship,Maximum Containers on a Ship,简单,否,,已拉取
3493,properties-graph,Properties Graph,中等,否,,已拉取
3494,find-the-minimum-amount-of-time-to-brew-potions,Find the Minimum Amount of Time to Brew Potions,中等,否,,已拉取
3495,minimum-operations-to-make-array-elements-zero,Minimum Operations to Make Array Elements Zero,困难,否,,已拉取
3496,maximize-score-after-pair-deletions,Maximize Score After Pair Deletions,中等,是,,已拉取
3497,analyze-subscription-conversion,Analyze Subscription Conversion ,中等,否,,已拉取
3498,reverse-degree-of-a-string,Reverse Degree of a String,简单,否,,已拉取
3499,maximize-active-section-with-trade-i,Maximize Active Section with Trade I,中等,否,,已拉取
3500,minimum-cost-to-divide-array-into-subarrays,Minimum Cost to Divide Array Into Subarrays,困难,否,,已拉取
3501,maximize-active-section-with-trade-ii,Maximize Active Section with Trade II,困难,否,,已拉取
3502,minimum-cost-to-reach-every-position,Minimum Cost to Reach Every Position,简单,否,,已拉取
3503,longest-palindrome-after-substring-concatenation-i,Longest Palindrome After Substring Concatenation I,中等,否,,已拉取
3504,longest-palindrome-after-substring-concatenation-ii,Longest Palindrome After Substring Concatenation II,困难,否,,已拉取
3505,minimum-operations-to-make-elements-within-k-subarrays-equal,Minimum Operations to Make Elements Within K Subarrays Equal,困难,否,,已拉取
3506,find-time-required-to-eliminate-bacterial-strains,Find Time Required to Eliminate Bacterial Strains,困难,是,,已拉取
3507,minimum-pair-removal-to-sort-array-i,Minimum Pair Removal to Sort Array I,简单,否,,已拉取
3508,implement-router,Implement Router,中等,否,,已拉取
3509,maximum-product-of-subsequences-with-an-alternating-sum-equal-to-k,Maximum Product of Subsequences With an Alternating Sum Equal to K,困难,否,,已拉取
3510,minimum-pair-removal-to-sort-array-ii,Minimum Pair Removal to Sort Array II,困难,否,,已拉取
3511,make-a-positive-array,Make a Positive Array,中等,是,,已拉取
3512,minimum-operations-to-make-array-sum-divisible-by-k,Minimum Operations to Make Array Sum Divisible by K,简单,否,,已拉取
3513,number-of-unique-xor-triplets-i,Number of Unique XOR Triplets I,中等,否,,已拉取
3514,number-of-unique-xor-triplets-ii,Number of Unique XOR Triplets II,中等,否,,已拉取
3515,shortest-path-in-a-weighted-tree,Shortest Path in a Weighted Tree,困难,否,,已拉取
3516,find-closest-person,Find Closest Person,简单,否,,已拉取
3517,smallest-palindromic-rearrangement-i,Smallest Palindromic Rearrangement I,中等,否,,已拉取
3518,smallest-palindromic-rearrangement-ii,Smallest Palindromic Rearrangement II,困难,否,,已拉取
3519,count-numbers-with-non-decreasing-digits,Count Numbers with Non-Decreasing Digits ,困难,否,,已拉取
3520,minimum-threshold-for-inversion-pairs-count,Minimum Threshold for Inversion Pairs Count,中等,是,,已拉取
3521,find-product-recommendation-pairs,Find Product Recommendation Pairs,中等,否,,已拉取
3522,calculate-score-after-performing-instructions,Calculate Score After Performing Instructions,中等,否,,已拉取
3523,make-array-non-decreasing,Make Array Non-decreasing,中等,否,,已拉取
3524,find-x-value-of-array-i,Find X Value of Array I,中等,否,,已拉取
3525,find-x-value-of-array-ii,Find X Value of Array II,困难,否,,已拉取
3526,range-xor-queries-with-subarray-reversals,Range XOR Queries with Subarray Reversals,困难,是,,已拉取
3527,find-the-most-common-response,Find the Most Common Response,中等,否,,已拉取
3528,unit-conversion-i,Unit Conversion I,中等,否,,已拉取
3529,count-cells-in-overlapping-horizontal-and-vertical-substrings,Count Cells in Overlapping Horizontal and Vertical Substrings,中等,否,,已拉取
3530,maximum-profit-from-valid-topological-order-in-dag,Maximum Profit from Valid Topological Order in DAG,困难,否,,已拉取
3531,count-covered-buildings,Count Covered Buildings,中等,否,,已拉取
3532,path-existence-queries-in-a-graph-i,Path Existence Queries in a Graph I,中等,否,,已拉取
3533,concatenated-divisibility,Concatenated Divisibility,困难,否,,已拉取
3534,path-existence-queries-in-a-graph-ii,Path Existence Queries in a Graph II,困难,否,,已拉取
3535,unit-conversion-ii,Unit Conversion II,中等,是,,已拉取
3536,maximum-product-of-two-digits,Maximum Product of Two Digits,简单,否,,已拉取
3537,fill-a-special-grid,Fill a Special Grid,中等,否,,已拉取
3538,merge-operations-for-minimum-travel-time,Merge Operations for Minimum Travel Time,困难,否,,已拉取
3539,find-sum-of-array-product-of-magical-sequences,Find Sum of Array Product of Magical Sequences,困难,否,,已拉取
3540,minimum-time-to-visit-all-houses,Minimum Time to Visit All Houses,中等,是,,已拉取
3541,find-most-frequent-vowel-and-consonant,Find Most Frequent Vowel and Consonant,简单,否,,已拉取
3542,minimum-operations-to-convert-all-elements-to-zero,Minimum Operations to Convert All Elements to Zero,中等,否,,已拉取
3543,maximum-weighted-k-edge-path,Maximum Weighted K-Edge Path,中等,否,,已拉取
3544,subtree-inversion-sum,Subtree Inversion Sum,困难,否,,已拉取
3545,minimum-deletions-for-at-most-k-distinct-characters,Minimum Deletions for At Most K Distinct Characters,简单,否,,已拉取
3546,equal-sum-grid-partition-i,Equal Sum Grid Partition I,中等,否,,已拉取
3547,maximum-sum-of-edge-values-in-a-graph,Maximum Sum of Edge Values in a Graph,困难,否,,已拉取
3548,equal-sum-grid-partition-ii,Equal Sum Grid Partition II,困难,否,,已拉取
3549,multiply-two-polynomials,Multiply Two Polynomials,困难,是,,已拉取
3550,smallest-index-with-digit-sum-equal-to-index,Smallest Index With Digit Sum Equal to Index,简单,否,,已拉取
3551,minimum-swaps-to-sort-by-digit-sum,Minimum Swaps to Sort by Digit Sum,中等,否,,已拉取
3552,grid-teleportation-traversal,Grid Teleportation Traversal,中等,否,,已拉取
3553,minimum-weighted-subgraph-with-the-required-paths-ii,Minimum Weighted Subgraph With the Required Paths II,困难,否,,已拉取
3554,find-category-recommendation-pairs,Find Category Recommendation Pairs,困难,否,,已拉取
3555,smallest-subarray-to-sort-in-every-sliding-window,Smallest Subarray to Sort in Every Sliding Window,中等,是,,已拉取
3556,sum-of-largest-prime-substrings,Sum of Largest Prime Substrings,中等,否,,已拉取
3557,find-maximum-number-of-non-intersecting-substrings,Find Maximum Number of Non Intersecting Substrings,中等,否,,已拉取
3558,number-of-ways-to-assign-edge-weights-i,Number of Ways to Assign Edge Weights I,中等,否,,已拉取
3559,number-of-ways-to-assign-edge-weights-ii,Number of Ways to Assign Edge Weights II,困难,否,,已拉取
3560,find-minimum-log-transportation-cost,Find Minimum Log Transportation Cost,简单,否,,已拉取
3561,resulting-string-after-adjacent-removals,Resulting String After Adjacent Removals,中等,否,,已拉取
3562,maximum-profit-from-trading-stocks-with-discounts,Maximum Profit from Trading Stocks with Discounts,困难,否,,已拉取
3563,lexicographically-smallest-string-after-adjacent-removals,Lexicographically Smallest String After Adjacent Removals,困难,否,,已拉取
3564,seasonal-sales-analysis,Seasonal Sales Analysis,中等,否,,已拉取
3565,sequential-grid-path-cover,Sequential Grid Path Cover,中等,是,,已拉取
3566,partition-array-into-two-equal-product-subsets,Partition Array into Two Equal Product Subsets,中等,否,,已拉取
3567,minimum-absolute-difference-in-sliding-submatrix,Minimum Absolute Difference in Sliding Submatrix,中等,否,,已拉取
3568,minimum-moves-to-clean-the-classroom,Minimum Moves to Clean the Classroom,中等,否,,已拉取
3569,maximize-count-of-distinct-primes-after-split,Maximize Count of Distinct Primes After Split,困难,否,,已拉取
3570,find-books-with-no-available-copies,Find Books with No Available Copies,简单,否,,已拉取
3571,find-the-shortest-superstring-ii,Find the Shortest Superstring II,简单,是,,已拉取
3572,maximize-ysum-by-picking-a-triplet-of-distinct-xvalues,Maximize Y‑Sum by Picking a Triplet of Distinct X‑Values,中等,否,,已拉取
3573,best-time-to-buy-and-sell-stock-v,Best Time to Buy and Sell Stock V,中等,否,,已拉取
3574,maximize-subarray-gcd-score,Maximize Subarray GCD Score,困难,否,,已拉取
3575,maximum-good-subtree-score,Maximum Good Subtree Score,困难,否,,已拉取
3576,transform-array-to-all-equal-elements,Transform Array to All Equal Elements,中等,否,,已拉取
3577,count-the-number-of-computer-unlocking-permutations,Count the Number of Computer Unlocking Permutations,中等,否,,已拉取
3578,count-partitions-with-max-min-difference-at-most-k,Count Partitions With Max-Min Difference at Most K,中等,否,,已拉取
3579,minimum-steps-to-convert-string-with-operations,Minimum Steps to Convert String with Operations,困难,否,,已拉取
3580,find-consistently-improving-employees,Find Consistently Improving Employees,中等,否,,已拉取
3581,count-odd-letters-from-number,Count Odd Letters from Number,简单,是,,已拉取
3582,generate-tag-for-video-caption,Generate Tag for Video Caption,简单,否,,已拉取
3583,count-special-triplets,Count Special Triplets,中等,否,,已拉取
3584,maximum-product-of-first-and-last-elements-of-a-subsequence,Maximum Product of First and Last Elements of a Subsequence,中等,否,,已拉取
3585,find-weighted-median-node-in-tree,Find Weighted Median Node in Tree,困难,否,,已拉取
3586,find-covid-recovery-patients,Find COVID Recovery Patients,中等,否,,已拉取
3587,minimum-adjacent-swaps-to-alternate-parity,Minimum Adjacent Swaps to Alternate Parity,中等,否,,已拉取
3588,find-maximum-area-of-a-triangle,Find Maximum Area of a Triangle,中等,否,,已拉取
3589,count-prime-gap-balanced-subarrays,Count Prime-Gap Balanced Subarrays,中等,否,,已拉取
3590,kth-smallest-path-xor-sum,Kth Smallest Path XOR Sum,困难,否,,已拉取
3591,check-if-any-element-has-prime-frequency,Check if Any Element Has Prime Frequency,简单,否,,已拉取
3592,inverse-coin-change,Inverse Coin Change,中等,否,,已拉取
3593,minimum-increments-to-equalize-leaf-paths,Minimum Increments to Equalize Leaf Paths,中等,否,,已拉取
3594,minimum-time-to-transport-all-individuals,Minimum Time to Transport All Individuals,困难,否,,已拉取
3595,once-twice,Once Twice,中等,是,,已拉取
3596,minimum-cost-path-with-alternating-directions-i,Minimum Cost Path with Alternating Directions I,中等,是,,已拉取
3597,partition-string,Partition String ,中等,否,,已拉取
3598,longest-common-prefix-between-adjacent-strings-after-removals,Longest Common Prefix Between Adjacent Strings After Removals,中等,否,,已拉取
3599,partition-array-to-minimize-xor,Partition Array to Minimize XOR,中等,否,,已拉取
3600,maximize-spanning-tree-stability-with-upgrades,Maximize Spanning Tree Stability with Upgrades,困难,否,,已拉取
3601,find-drivers-with-improved-fuel-efficiency,Find Drivers with Improved Fuel Efficiency,中等,否,,已拉取
3602,hexadecimal-and-hexatrigesimal-conversion,Hexadecimal and Hexatrigesimal Conversion,简单,否,,已拉取
3603,minimum-cost-path-with-alternating-directions-ii,Minimum Cost Path with Alternating Directions II,中等,否,,已拉取
3604,minimum-time-to-reach-destination-in-directed-graph,Minimum Time to Reach Destination in Directed Graph,中等,否,,已拉取
3605,minimum-stability-factor-of-array,Minimum Stability Factor of Array,困难,否,,已拉取
3606,coupon-code-validator,Coupon Code Validator,简单,否,,已拉取
3607,power-grid-maintenance,Power Grid Maintenance,中等,否,,已拉取
3608,minimum-time-for-k-connected-components,Minimum Time for K Connected Components,中等,否,,已拉取
3609,minimum-moves-to-reach-target-in-grid,Minimum Moves to Reach Target in Grid,困难,否,,已拉取
3610,minimum-number-of-primes-to-sum-to-target,Minimum Number of Primes to Sum to Target,中等,是,,已拉取
3611,find-overbooked-employees,Find Overbooked Employees,中等,否,,已拉取
3612,process-string-with-special-operations-i,Process String with Special Operations I,中等,否,,已拉取
3613,minimize-maximum-component-cost,Minimize Maximum Component Cost,中等,否,,已拉取
3614,process-string-with-special-operations-ii,Process String with Special Operations II,困难,否,,已拉取
3615,longest-palindromic-path-in-graph,Longest Palindromic Path in Graph,困难,否,,已拉取
3616,number-of-student-replacements,Number of Student Replacements,中等,是,,已拉取
3617,find-students-with-study-spiral-pattern,Find Students with Study Spiral Pattern,困难,否,,已拉取
3618,split-array-by-prime-indices,Split Array by Prime Indices,中等,否,,已拉取
3619,count-islands-with-total-value-divisible-by-k,Count Islands With Total Value Divisible by K,中等,否,,已拉取
3620,network-recovery-pathways,Network Recovery Pathways,困难,否,,已拉取
3621,number-of-integers-with-popcount-depth-equal-to-k-i,Number of Integers With Popcount-Depth Equal to K I,困难,否,,已拉取
3622,check-divisibility-by-digit-sum-and-product,Check Divisibility by Digit Sum and Product,简单,否,,已拉取
3623,count-number-of-trapezoids-i,Count Number of Trapezoids I,中等,否,,已拉取
3624,number-of-integers-with-popcount-depth-equal-to-k-ii,Number of Integers With Popcount-Depth Equal to K II,困难,否,,已拉取
3625,count-number-of-trapezoids-ii,Count Number of Trapezoids II,困难,否,,已拉取
3626,find-stores-with-inventory-imbalance,Find Stores with Inventory Imbalance,中等,否,,已拉取
3627,maximum-median-sum-of-subsequences-of-size-3,Maximum Median Sum of Subsequences of Size 3,中等,否,,已拉取
3628,maximum-number-of-subsequences-after-one-inserting,Maximum Number of Subsequences After One Inserting,中等,否,,已拉取
3629,minimum-jumps-to-reach-end-via-prime-teleportation,Minimum Jumps to Reach End via Prime Teleportation,中等,否,,已拉取
3630,partition-array-for-maximum-xor-and-and,Partition Array for Maximum XOR and AND,困难,否,,已拉取
3631,sort-threats-by-severity-and-exploitability,Sort Threats by Severity and Exploitability,中等,是,,已拉取
3632,subarrays-with-xor-at-least-k,Subarrays with XOR at Least K,困难,是,,已拉取
3633,earliest-finish-time-for-land-and-water-rides-i,Earliest Finish Time for Land and Water Rides I,简单,否,,已拉取
3634,minimum-removals-to-balance-array,Minimum Removals to Balance Array,中等,否,,已拉取
3635,earliest-finish-time-for-land-and-water-rides-ii,Earliest Finish Time for Land and Water Rides II,中等,否,,已拉取
3636,threshold-majority-queries,Threshold Majority Queries,困难,否,,已拉取
3637,trionic-array-i,Trionic Array I,简单,否,,已拉取
3638,maximum-balanced-shipments,Maximum Balanced Shipments,中等,否,,已拉取
3639,minimum-time-to-activate-string,Minimum Time to Activate String,中等,否,,已拉取
3640,trionic-array-ii,Trionic Array II,困难,否,,已拉取
3641,longest-semi-repeating-subarray,Longest Semi-Repeating Subarray,中等,是,,已拉取
3642,find-books-with-polarized-opinions,Find Books with Polarized Opinions,中等,否,,已拉取
3643,flip-square-submatrix-vertically,Flip Square Submatrix Vertically,简单,否,,已拉取
3644,maximum-k-to-sort-a-permutation,Maximum K to Sort a Permutation,中等,否,,已拉取
3645,maximum-total-from-optimal-activation-order,Maximum Total from Optimal Activation Order,中等,否,,已拉取
3646,next-special-palindrome-number,Next Special Palindrome Number,困难,否,,已拉取
3647,maximum-weight-in-two-bags,Maximum Weight in Two Bags,中等,是,,已拉取
3648,minimum-sensors-to-cover-grid,Minimum Sensors to Cover Grid,中等,否,,已拉取
3649,number-of-perfect-pairs,Number of Perfect Pairs,中等,否,,已拉取
3650,minimum-cost-path-with-edge-reversals,Minimum Cost Path with Edge Reversals,中等,否,,已拉取
3651,minimum-cost-path-with-teleportations,Minimum Cost Path with Teleportations,困难,否,,已拉取
3652,best-time-to-buy-and-sell-stock-using-strategy,Best Time to Buy and Sell Stock using Strategy,中等,否,,已拉取
3653,xor-after-range-multiplication-queries-i,XOR After Range Multiplication Queries I,中等,否,,已拉取
3654,minimum-sum-after-divisible-sum-deletions,Minimum Sum After Divisible Sum Deletions,中等,否,,已拉取
3655,xor-after-range-multiplication-queries-ii,XOR After Range Multiplication Queries II,困难,否,,已拉取
3656,determine-if-a-simple-graph-exists,Determine if a Simple Graph Exists,中等,是,,已拉取
3657,find-loyal-customers,Find Loyal Customers,中等,否,,已拉取
3658,gcd-of-odd-and-even-sums,GCD of Odd and Even Sums,简单,否,,已拉取
3659,partition-array-into-k-distinct-groups,Partition Array Into K-Distinct Groups,中等,否,,已拉取
3660,jump-game-ix,Jump Game IX,中等,否,,已拉取
3661,maximum-walls-destroyed-by-robots,Maximum Walls Destroyed by Robots,困难,否,,已拉取
3662,filter-characters-by-frequency,Filter Characters by Frequency,简单,是,,已拉取
3663,find-the-least-frequent-digit,Find The Least Frequent Digit,简单,否,,已拉取
3664,two-letter-card-game,Two-Letter Card Game,中等,否,,已拉取
3665,twisted-mirror-path-count,Twisted Mirror Path Count,中等,否,,已拉取
3666,minimum-operations-to-equalize-binary-string,Minimum Operations to Equalize Binary String,困难,否,,已拉取
3667,sort-array-by-absolute-value,Sort Array By Absolute Value,简单,是,,已拉取
3668,restore-finishing-order,Restore Finishing Order,简单,否,,已拉取
3669,balanced-k-factor-decomposition,Balanced K-Factor Decomposition,中等,否,,已拉取
3670,maximum-product-of-two-integers-with-no-common-bits,Maximum Product of Two Integers With No Common Bits,中等,否,,已拉取
3671,sum-of-beautiful-subsequences,Sum of Beautiful Subsequences,困难,否,,已拉取
3672,sum-of-weighted-modes-in-subarrays,Sum of Weighted Modes in Subarrays,中等,是,,已拉取
3673,find-zombie-sessions,Find Zombie Sessions,困难,否,,已拉取
3674,minimum-operations-to-equalize-array,Minimum Operations to Equalize Array,简单,否,,已拉取
3675,minimum-operations-to-transform-string,Minimum Operations to Transform String,中等,否,,已拉取
3676,count-bowl-subarrays,Count Bowl Subarrays,中等,否,,已拉取
3677,count-binary-palindromic-numbers,Count Binary Palindromic Numbers,困难,否,,已拉取
3678,smallest-absent-positive-greater-than-average,Smallest Absent Positive Greater Than Average,简单,否,,已拉取
3679,minimum-discards-to-balance-inventory, Minimum Discards to Balance Inventory,中等,否,,已拉取
3680,generate-schedule,Generate Schedule,中等,否,,已拉取
3681,maximum-xor-of-subsequences,Maximum XOR of Subsequences,困难,否,,已拉取
3682,minimum-index-sum-of-common-elements,Minimum Index Sum of Common Elements,中等,是,,已拉取
3683,earliest-time-to-finish-one-task,Earliest Time to Finish One Task,简单,否,,已拉取
3684,maximize-sum-of-at-most-k-distinct-elements,Maximize Sum of At Most K Distinct Elements,简单,否,,已拉取
3685,subsequence-sum-after-capping-elements,Subsequence Sum After Capping Elements,中等,否,,已拉取
3686,number-of-stable-subsequences,Number of Stable Subsequences,困难,否,,已拉取
3687,library-late-fee-calculator,Library Late Fee Calculator,简单,是,,已拉取
3688,bitwise-or-of-even-numbers-in-an-array,Bitwise OR of Even Numbers in an Array,简单,否,,已拉取
3689,maximum-total-subarray-value-i,Maximum Total Subarray Value I,中等,否,,已拉取
3690,split-and-merge-array-transformation,Split and Merge Array Transformation,中等,否,,已拉取
3691,maximum-total-subarray-value-ii,Maximum Total Subarray Value II,困难,否,,已拉取
3692,majority-frequency-characters,Majority Frequency Characters,简单,否,,已拉取
3693,climbing-stairs-ii,Climbing Stairs II,中等,否,,已拉取
3694,distinct-points-reachable-after-substring-removal,Distinct Points Reachable After Substring Removal,中等,否,,已拉取
3695,maximize-alternating-sum-using-swaps,Maximize Alternating Sum Using Swaps,困难,否,,已拉取
3696,maximum-distance-between-unequal-words-in-array-i,Maximum Distance Between Unequal Words in Array I,简单,是,,已拉取
3697,compute-decimal-representation,Compute Decimal Representation,简单,否,,已拉取
3698,split-array-with-minimum-difference,Split Array With Minimum Difference,中等,否,,已拉取
3699,number-of-zigzag-arrays-i,Number of ZigZag Arrays I,困难,否,,已拉取
3700,number-of-zigzag-arrays-ii,Number of ZigZag Arrays II,困难,否,,已拉取
3701,compute-alternating-sum,Compute Alternating Sum,简单,否,,已拉取
3702,longest-subsequence-with-non-zero-bitwise-xor,Longest Subsequence With Non-Zero Bitwise XOR,中等,否,,已拉取
3703,remove-k-balanced-substrings,Remove K-Balanced Substrings,中等,否,,已拉取
3704,count-no-zero-pairs-that-sum-to-n,Count No-Zero Pairs That Sum to N,困难,否,,已拉取
3705,find-golden-hour-customers,Find Golden Hour Customers,中等,否,,已拉取
3706,maximum-distance-between-unequal-words-in-array-ii,Maximum Distance Between Unequal Words in Array II,中等,是,,已拉取
3707,equal-score-substrings,Equal Score Substrings,简单,否,,已拉取
3708,longest-fibonacci-subarray,Longest Fibonacci Subarray,中等,否,,已拉取
3709,design-exam-scores-tracker,Design Exam Scores Tracker,中等,否,,已拉取
3710,maximum-partition-factor,Maximum Partition Factor,困难,否,,已拉取
3711,maximum-transactions-without-negative-balance,Maximum Transactions Without Negative Balance,中等,是,,已拉取
3712,sum-of-elements-with-frequency-divisible-by-k,Sum of Elements With Frequency Divisible by K,简单,否,,已拉取
3713,longest-balanced-substring-i,Longest Balanced Substring I,中等,否,,已拉取
3714,longest-balanced-substring-ii,Longest Balanced Substring II,中等,否,,已拉取
3715,sum-of-perfect-square-ancestors,Sum of Perfect Square Ancestors,困难,否,,已拉取
3716,find-churn-risk-customers,Find Churn Risk Customers,中等,否,,已拉取
3717,minimum-operations-to-make-the-array-beautiful,Minimum Operations to Make the Array Beautiful,中等,是,,已拉取
3718,smallest-missing-multiple-of-k,Smallest Missing Multiple of K,简单,否,,已拉取
3719,longest-balanced-subarray-i,Longest Balanced Subarray I,中等,否,,已拉取
3720,lexicographically-smallest-permutation-greater-than-target,Lexicographically Smallest Permutation Greater Than Target,中等,否,,已拉取
3721,longest-balanced-subarray-ii,Longest Balanced Subarray II,困难,否,,已拉取
3722,lexicographically-smallest-string-after-reverse,Lexicographically Smallest String After Reverse,中等,否,,已拉取
3723,maximize-sum-of-squares-of-digits,Maximize Sum of Squares of Digits,中等,否,,已拉取
3724,minimum-operations-to-transform-array,Minimum Operations to Transform Array,中等,否,,已拉取
3725,count-ways-to-choose-coprime-integers-from-rows,Count Ways to Choose Coprime Integers from Rows,困难,否,,已拉取
3726,remove-zeros-in-decimal-representation,Remove Zeros in Decimal Representation,简单,否,,已拉取
3727,maximum-alternating-sum-of-squares,Maximum Alternating Sum of Squares,中等,否,,已拉取
3728,stable-subarrays-with-equal-boundary-and-interior-sum,Stable Subarrays With Equal Boundary and Interior Sum,中等,否,,已拉取
